document_id,review_title,review_url,product_name,flavor_a,flavor_b,pair_key,sentence,matched_categories,matched_terms,matched_negated_categories,matched_negated_terms,is_same_sentence_pair,has_explicit_mix_expression,explicit_mix_text,is_template_sentence,template_pattern,has_positive_expression,has_negative_expression,has_taste_role_explanation,role_detection_rule,role_action_term,role_effect_term,is_product_name_derived,is_parent_child_pair,parent_child_reason
R0090,TROY – Melon Milk(メロンミルク)レビュー,https://cloud-jp.net/troy-melonmilk/,TROY – Melon Milk(メロンミルク)レビュー,ミルク,メロン,ミルク||メロン,メロンのウリっぽい香りが、どことなくdozajのキューカンバーのような風味があり、ミルクの甘味を加味しても甘さ一辺倒という印象はなく、バランスの取れたフレーバーです。,experience:balance,バランス,experience:aroma,香り,True,False,,False,,False,False,False,,,,True,False,
R0090,TROY – Melon Milk(メロンミルク)レビュー,https://cloud-jp.net/troy-melonmilk/,TROY – Melon Milk(メロンミルク)レビュー,ミルク,メロン,ミルク||メロン,吸った時にメロンのウリっぽさを前面に感じ、吐き出す時にミルクの濃厚な甘みが加わるような印象です。,taste:richness,濃厚,,,True,False,,False,,False,False,True,action,出す,,True,False,
R0090,TROY – Melon Milk(メロンミルク)レビュー,https://cloud-jp.net/troy-melonmilk/,TROY – Melon Milk(メロンミルク)レビュー,ミルク,メロン,ミルク||メロン,後味はメロンとミルクのハーモニーがしっかりと残り、口の中で広がります。,,,,,True,False,,False,,False,False,False,,,,True,False,
R0117,DOZAJ – The Bad(ザバッド)レビュー,https://cloud-jp.net/dozaj-thebad/,DOZAJ – The Bad(ザバッド)レビュー,ミルク,メロン,ミルク||メロン,単品でも美味しいThe Badですが、ミックスするとしたらココナッツやミルクといったフレーバーを合わせてもったり感をプラスしてあげるのがおすすめです。,evaluation:positive,おすすめ|美味しい,,,False,False,,False,,True,False,False,,,,True,False,
R0117,DOZAJ – The Bad(ザバッド)レビュー,https://cloud-jp.net/dozaj-thebad/,DOZAJ – The Bad(ザバッド)レビュー,ミルク,メロン,ミルク||メロン,DOZAJはCoconutsやMilkどちらも優秀なので、この機会に是非。,,,,,False,False,,False,,False,False,False,,,,True,False,
R0117,DOZAJ – The Bad(ザバッド)レビュー,https://cloud-jp.net/dozaj-thebad/,DOZAJ – The Bad(ザバッド)レビュー,ミルク,メロン,ミルク||メロン,また、スイカやメロンといった瓜系のフレーバーをミックスしても爽やかさがマシマシになって美味しいです。,evaluation:positive|experience:coolness,爽やか|美味しい,,,False,False,,False,,True,False,False,,,,True,False,
R0169,旬-SHUN- MELON,https://cloud-jp.net/shun-melon/,旬-SHUN- MELON,ミルク,メロン,ミルク||メロン,・【DOZAJ】MILK (50%)　＋　【旬-SHUN-】MELON(50%),,,,,True,False,,False,,False,False,False,,,,True,False,
R0044,MALAKI – Berry(ベリー),https://cloud-jp.net/malaki-berry/,MALAKI – Berry(ベリー),グレープ,ベリー,グレープ||ベリー,・ベリー×グレープ×グレナデン – ベリーとグレナデンの酸味を生かしつつ、グレープの優しい甘さのバランスを楽しむミックスです。,experience:balance|experience:smoothness|taste:acidity,バランス|優しい|酸味,,,True,True,ベリー×グレープ,False,,False,False,False,,,,False,False,
R0130,DOZAJ – Fury Winter(フューリーウィンター)レビュー,https://cloud-jp.net/dozaj-furywinter/,DOZAJ – Fury Winter(フューリーウィンター)レビュー,グレープ,ベリー,グレープ||ベリー,あとはAFのGrapeやGrenadin、Freshといった若干重ためのベリー系、カシス系フレーバーとミックスすることで、爽快感アップさせて吸うのが個人的に好きです。,evaluation:positive,好き,,,True,False,,False,,True,False,False,,,,False,False,
R0209,Social Smoke Grape Chill(グレープチル)レビュー,https://cloud-jp.net/socialsmoke-grapechill-review/,Social Smoke Grape Chill(グレープチル)レビュー,グレープ,ベリー,グレープ||ベリー,Social Smoke(ソーシャルスモーク) Grape Chill(グレープチル)のレビューです。,,,,,False,False,,True,^[^。！？!?]*のレビューです。?$,False,False,False,,,,False,False,
R0209,Social Smoke Grape Chill(グレープチル)レビュー,https://cloud-jp.net/socialsmoke-grapechill-review/,Social Smoke Grape Chill(グレープチル)レビュー,グレープ,ベリー,グレープ||ベリー,Social Smoke Grape Chill(グレープチル)の特徴,,,,,False,False,,True,^[^。！？!?]*の特徴$,False,False,False,,,,False,False,
R0209,Social Smoke Grape Chill(グレープチル)レビュー,https://cloud-jp.net/socialsmoke-grapechill-review/,Social Smoke Grape Chill(グレープチル)レビュー,グレープ,ベリー,グレープ||ベリー,Social Smoke Grape Chill(グレープチル)を使ったMIX,,,,,False,False,,False,,False,False,False,,,,False,False,
R0209,Social Smoke Grape Chill(グレープチル)レビュー,https://cloud-jp.net/socialsmoke-grapechill-review/,Social Smoke Grape Chill(グレープチル)レビュー,グレープ,ベリー,グレープ||ベリー,香りは、AFのグレープのような甘味と渋みがあるクラシックな味ではなく、グレープ味のハイチュウやファンタグレープのような、はっきりとしたグレープのお菓子のような甘みを感じられます。,experience:aroma,香り,,,False,False,,False,,False,False,False,,,,False,False,
R0209,Social Smoke Grape Chill(グレープチル)レビュー,https://cloud-jp.net/socialsmoke-grapechill-review/,Social Smoke Grape Chill(グレープチル)レビュー,グレープ,ベリー,グレープ||ベリー,Grape Chill(グレープチル)は単体で甘さとさっぱりさを兼ね備えているので、さっぱり系や甘さを活かしたMIXがおすすめです。,evaluation:positive|experience:coolness,おすすめ|さっぱり,,,False,False,,False,,True,False,False,,,,False,False,
R0209,Social Smoke Grape Chill(グレープチル)レビュー,https://cloud-jp.net/socialsmoke-grapechill-review/,Social Smoke Grape Chill(グレープチル)レビュー,グレープ,ベリー,グレープ||ベリー,ベリー系やマウンテンフォグ、ホワイトグミベア、レモン、ライムなどがおすすめです。,evaluation:positive,おすすめ,,,False,False,,False,,True,False,False,,,,False,False,
R0091,TROY – Banana Milk(バナナミルク)レビュー,https://cloud-jp.net/troy-bananamilk/,TROY – Banana Milk(バナナミルク)レビュー,バナナ,ミルク,バナナ||ミルク,TROY – Banana Milk(バナナミルク)の特徴,,,,,True,False,,True,^[^。！？!?]*の特徴$,False,False,False,,,,True,False,
R0091,TROY – Banana Milk(バナナミルク)レビュー,https://cloud-jp.net/troy-bananamilk/,TROY – Banana Milk(バナナミルク)レビュー,バナナ,ミルク,バナナ||ミルク,TROY – Banana Milk(バナナミルク)のおすすめミックス,evaluation:positive,おすすめ,,,True,True,バナナミルク)のおすすめミックス,True,^[^。！？!?]*おすすめ(?:の)?ミックス(?:・組み合わせ)?$,True,False,False,,,,True,False,
R0091,TROY – Banana Milk(バナナミルク)レビュー,https://cloud-jp.net/troy-bananamilk/,TROY – Banana Milk(バナナミルク)レビュー,バナナ,ミルク,バナナ||ミルク,濃厚なバナナの甘い香りに、ミルクのクリーミーな甘味がミックスされたフレーバー。,experience:aroma|taste:richness|taste:sweetness,濃厚|甘い|香り,,,True,True,バナナの甘い香りに、ミルクのクリーミーな甘味がミックス,False,,False,False,False,,,,True,False,
R0091,TROY – Banana Milk(バナナミルク)レビュー,https://cloud-jp.net/troy-bananamilk/,TROY – Banana Milk(バナナミルク)レビュー,バナナ,ミルク,バナナ||ミルク,バナナの甘味と若干の渋みのようなものがとてもよく再現されており、その甘みをミルクで加速させているような印象です。,,,,,True,False,,False,,False,False,False,,,,True,False,
R0155,TROY – CAPPUCCINO(カプチーノ)レビュー,https://cloud-jp.net/troy-cappuccino/,TROY – CAPPUCCINO(カプチーノ)レビュー,バナナ,ミルク,バナナ||ミルク,香りとしてはビターなコーヒーとミルクのクリーミーな甘さを感じます。,experience:aroma|taste:bitterness,ビター|香り,,,False,False,,False,,False,False,False,,,,True,False,
R0155,TROY – CAPPUCCINO(カプチーノ)レビュー,https://cloud-jp.net/troy-cappuccino/,TROY – CAPPUCCINO(カプチーノ)レビュー,バナナ,ミルク,バナナ||ミルク,どちらかと言えばミルクな甘みの方がしっかりと出るフレーバーな印象です。,,,,,False,False,,False,,False,False,False,,,,True,False,
R0155,TROY – CAPPUCCINO(カプチーノ)レビュー,https://cloud-jp.net/troy-cappuccino/,TROY – CAPPUCCINO(カプチーノ)レビュー,バナナ,ミルク,バナナ||ミルク,フルーツ系であればAl FakherのCherryやSocial SmokeのBanana Fosterとのミックスをおすすめします。,evaluation:positive,おすすめ,,,False,False,,False,,True,False,False,,,,True,False,
R0157,TROY – ICE BANANA(アイスバナナ)レビュー,https://cloud-jp.net/troy-icebanana/,TROY – ICE BANANA(アイスバナナ)レビュー,バナナ,ミルク,バナナ||ミルク,こちらの記事では、TROY(トロイ)のICE BANANA(アイスバナナ)のフレーバーレビューをご紹介します。,,,,,False,False,,False,,False,False,False,,,,True,False,
R0157,TROY – ICE BANANA(アイスバナナ)レビュー,https://cloud-jp.net/troy-icebanana/,TROY – ICE BANANA(アイスバナナ)レビュー,バナナ,ミルク,バナナ||ミルク,Ice Bananaの特徴,,,,,False,False,,True,^[^。！？!?]*の特徴$,False,False,False,,,,True,False,
R0157,TROY – ICE BANANA(アイスバナナ)レビュー,https://cloud-jp.net/troy-icebanana/,TROY – ICE BANANA(アイスバナナ)レビュー,バナナ,ミルク,バナナ||ミルク,Ice Bananaを使ったおすすめミックス,evaluation:positive,おすすめ,,,False,False,,True,^[^。！？!?]*おすすめ(?:の)?ミックス(?:・組み合わせ)?$,True,False,False,,,,True,False,
R0157,TROY – ICE BANANA(アイスバナナ)レビュー,https://cloud-jp.net/troy-icebanana/,TROY – ICE BANANA(アイスバナナ)レビュー,バナナ,ミルク,バナナ||ミルク,TROY IceBananaは、くどい甘さのない、すっきりとしたバナナフレーバーです。,,,,,False,False,,False,,False,False,False,,,,True,False,
R0157,TROY – ICE BANANA(アイスバナナ)レビュー,https://cloud-jp.net/troy-icebanana/,TROY – ICE BANANA(アイスバナナ)レビュー,バナナ,ミルク,バナナ||ミルク,吸った瞬間はバナナオレからミルクの濃厚な甘さを抜いたような、バナナの風味をしっかりと感じられる。,taste:richness,濃厚,,,False,False,,False,,False,False,False,,,,True,False,
R0157,TROY – ICE BANANA(アイスバナナ)レビュー,https://cloud-jp.net/troy-icebanana/,TROY – ICE BANANA(アイスバナナ)レビュー,バナナ,ミルク,バナナ||ミルク,変にクリーム系の甘さを加えたりせず、正直なバナナの香りを表現している印象。,experience:aroma,香り,,,False,False,,False,,False,False,False,,,,True,False,
R0157,TROY – ICE BANANA(アイスバナナ)レビュー,https://cloud-jp.net/troy-icebanana/,TROY – ICE BANANA(アイスバナナ)レビュー,バナナ,ミルク,バナナ||ミルク,TROY Ice Bananaを使ったミックスには、まったりとした甘さを加えてあげるのが無難な気がします。,,,,,False,False,,False,,False,False,False,,,,True,False,
R0157,TROY – ICE BANANA(アイスバナナ)レビュー,https://cloud-jp.net/troy-icebanana/,TROY – ICE BANANA(アイスバナナ)レビュー,バナナ,ミルク,バナナ||ミルク,TROYのラインナップではハニーミルク、それ以外ではチョコ系やミルク系のフレーバーとは相性抜群です。,experience:balance,相性,,,False,False,,False,,False,False,False,,,,True,False,
R0157,TROY – ICE BANANA(アイスバナナ)レビュー,https://cloud-jp.net/troy-icebanana/,TROY – ICE BANANA(アイスバナナ)レビュー,バナナ,ミルク,バナナ||ミルク,TROY(トロイ) -ICE BANANA(アイスバナナ)はCLOUD SHOPにてご購入いただけます！,,,,,False,False,,True,CLOUD SHOPにてご購入いただけます,False,False,False,,,,True,False,
R0125,DOZAJ – Gum(ガム)レビュー,https://cloud-jp.net/dozaj-gum/,DOZAJ – Gum(ガム)レビュー,グレープフルーツ,ライム,グレープフルーツ||ライム,Gumはまさにガムそのものの味わいなので、ミックスする際にもライムやグレープフルーツ、レモンあたりの柑橘系フレーバーと合わせて、お好みのガムの味に仕上げていくのがオススメです。,,,,,True,False,,False,,False,False,False,,,,False,False,
R0186,Shiazo Woodruff(ウッドラフ)レビュー,https://cloud-jp.net/shiazo-woodruff/,Shiazo Woodruff(ウッドラフ)レビュー,グレープフルーツ,ライム,グレープフルーツ||ライム,Shiazo Woodruffを使ったおすすめのミックスは、このフレーバーのさっぱり、爽やかとしたフローラルな香りを活かすことができる、ライムやレモン、グレープフルーツなどの柑橘系フレーバーがおすすめです。,evaluation:positive|experience:aroma|experience:coolness,おすすめ|さっぱり|爽やか|香り,,,True,False,,True,おすすめのミックス,True,False,False,,,,False,False,
R0217,TRIFECTA MountainFog(マウンテンフォグ)レビュー,https://cloud-jp.net/trifecta-mountainfog-review/,TRIFECTA MountainFog(マウンテンフォグ)レビュー,グレープフルーツ,ライム,グレープフルーツ||ライム,マウンテンフォグの香りは、濃厚なライムの香りに、さっぱりとしたレモンの風味が感じられるフレーバーです。,experience:aroma|experience:coolness|taste:richness,さっぱり|濃厚|香り,,,False,False,,False,,False,False,False,,,,False,False,
R0217,TRIFECTA MountainFog(マウンテンフォグ)レビュー,https://cloud-jp.net/trifecta-mountainfog-review/,TRIFECTA MountainFog(マウンテンフォグ)レビュー,グレープフルーツ,ライム,グレープフルーツ||ライム,ライムはしっとりした甘さの中に少しビター（ケミカルな感じ）を感じ、それらをレモンがうまく引き立てています。,taste:bitterness,ビター,,,False,False,,False,,False,False,False,,,,False,False,
R0217,TRIFECTA MountainFog(マウンテンフォグ)レビュー,https://cloud-jp.net/trifecta-mountainfog-review/,TRIFECTA MountainFog(マウンテンフォグ)レビュー,グレープフルーツ,ライム,グレープフルーツ||ライム,それ以外にも、レモンやグレープフルーツ、ペアチルなどの柑橘系でさっぱりと仕上げたり、カルダモンやミント系もよくあいます。,experience:coolness,さっぱり,,,False,False,,False,,False,False,False,,,,False,False,
R0064,MALAKI – Mint(ミント),https://cloud-jp.net/malaki-mint/,MALAKI – Mint(ミント),アイス,ミント,アイス||ミント,アルファーヘル、FMLのミントやドザジのアイスなどを混ぜると美味しいです。,evaluation:positive,美味しい,,,True,True,ミントやドザジのアイスなどを混ぜる,False,,True,False,False,,,,False,False,
R0100,Tabu – Ice(アイス)レビュー,https://cloud-jp.net/tabu-ice/,Tabu – Ice(アイス)レビュー,アイス,ミント,アイス||ミント,Tabu Ice(アイス)の特徴,,,,,False,False,,True,^[^。！？!?]*の特徴$,False,False,False,,,,False,False,
R0100,Tabu – Ice(アイス)レビュー,https://cloud-jp.net/tabu-ice/,Tabu – Ice(アイス)レビュー,アイス,ミント,アイス||ミント,Tabu Ice(アイス)のおすすめミックス・組み合わせ,evaluation:positive,おすすめ,,,False,False,,True,^[^。！？!?]*おすすめ(?:の)?ミックス(?:・組み合わせ)?$,True,False,False,,,,False,False,
R0100,Tabu – Ice(アイス)レビュー,https://cloud-jp.net/tabu-ice/,Tabu – Ice(アイス)レビュー,アイス,ミント,アイス||ミント,Tabuのアイスは、強すぎず弱すぎない、適度な清涼感が特徴です。,experience:coolness,清涼感,,,False,False,,False,,False,False,False,,,,False,False,
R0100,Tabu – Ice(アイス)レビュー,https://cloud-jp.net/tabu-ice/,Tabu – Ice(アイス)レビュー,アイス,ミント,アイス||ミント,また、ミントのような草っぽさが若干あり、バニラのようなクリーム系の甘さもほんのり香ります。,experience:aroma,香り,,,False,False,,False,,False,False,False,,,,False,False,
R0100,Tabu – Ice(アイス)レビュー,https://cloud-jp.net/tabu-ice/,Tabu – Ice(アイス)レビュー,アイス,ミント,アイス||ミント,Tabu(タブ) – Ice(アイス)はCLOUD SHOPにてご購入いただけます！,,,,,False,False,,True,CLOUD SHOPにてご購入いただけます,False,False,False,,,,False,False,
R0136,DOZAJ – Chocolate(チョコレート)レビュー,https://cloud-jp.net/dozaj-chocolate/,DOZAJ – Chocolate(チョコレート)レビュー,アイス,ミント,アイス||ミント,また、ミントやアイスといった清涼感があるフレーバーとの組み合わせもチョコミントっぽく仕上がるのでチョコミン党の方は是非一度試してみてはいかがでしょうか。,experience:coolness,清涼感,,,True,False,,False,,False,False,False,,,,False,False,
R0056,MALAKI – Bitter Sweet(ビタースイート),https://cloud-jp.net/malaki-bittersweet/,MALAKI – Bitter Sweet(ビタースイート),オレンジ,グアバ,オレンジ||グアバ,・ビタースイート×オレンジ×グレープフルーツ – ピールの風味が特徴的な柑橘系とのミックス。,taste:bitterness|taste:sweetness,スイート|ビター,,,False,False,,False,,False,False,False,,,,False,False,
R0056,MALAKI – Bitter Sweet(ビタースイート),https://cloud-jp.net/malaki-bittersweet/,MALAKI – Bitter Sweet(ビタースイート),オレンジ,グアバ,オレンジ||グアバ,・ビタースイート×グアバ×パッションフルーツ – 南国系のフルーツミックスにちょい足しです。,taste:bitterness|taste:sweetness,スイート|ビター,,,False,False,,False,,False,False,False,,,,False,False,
R0073,DOZAJ – Banana(バナナ)レビュー,https://cloud-jp.net/dozaj-banana/,DOZAJ – Banana(バナナ)レビュー,オレンジ,グアバ,オレンジ||グアバ,・バナナ×グアバ – バナナの甘みをしっかりと楽しめ、グアバが青臭さで後味をさっぱりとまとめてくれます。,experience:coolness,さっぱり,,,False,False,,False,,False,False,False,,,,False,False,
R0073,DOZAJ – Banana(バナナ)レビュー,https://cloud-jp.net/dozaj-banana/,DOZAJ – Banana(バナナ)レビュー,オレンジ,グアバ,オレンジ||グアバ,・バナナ×ピーチ×キウイ×オレンジ – ミックスジュース風のミックス。,,,,,False,False,,False,,False,False,False,,,,False,False,
R0195,Al Fakher Grenadine(グレナデン)レビュー,https://cloud-jp.net/alfakher-grenadine-review/,Al Fakher Grenadine(グレナデン)レビュー,オレンジ,グアバ,オレンジ||グアバ,グアバやレモン、グレープフルーツ、オレンジ、ベリー系などとミックスすれば間違いなしです。,,,,,True,False,,False,,False,False,False,,,,False,False,
R0061,MALAKI – Mojito(モヒート),https://cloud-jp.net/malaki-mojito/,MALAKI – Mojito(モヒート),ライチ,レモン,ライチ||レモン,・モヒート×マウンテンフォグ×レモン – 同系統のミックスで、ライムやレモンとの相性が非常に良いです。,evaluation:positive|experience:balance,相性|良い,,,False,False,,False,,True,False,False,,,,False,False,
R0061,MALAKI – Mojito(モヒート),https://cloud-jp.net/malaki-mojito/,MALAKI – Mojito(モヒート),ライチ,レモン,ライチ||レモン,・モヒート×スイカ×ライチ – 甘スッキリフルーツとのミックスがモヒートとの相性抜群です。,experience:balance,相性,,,False,False,,False,,False,False,False,,,,False,False,
R0064,MALAKI – Mint(ミント),https://cloud-jp.net/malaki-mint/,MALAKI – Mint(ミント),ライチ,レモン,ライチ||レモン,・ミント×レモン×ライチ – ミントの幅の広さを考え、あえて王道に近いミックスを選びました。,,,,,True,True,レモン×ライチ,False,,False,False,False,,,,False,False,
R0181,ICE ROCKZ MixedFruits(ミックスフルーツ)レビュー,https://cloud-jp.net/icerockz-mixedfruits/,ICE ROCKZ MixedFruits(ミックスフルーツ)レビュー,ライチ,レモン,ライチ||レモン,ICE ROCKZ MixedFruits(ミックスフルーツ)は、ミックスフルーツフレーバーなので、アップルやライチ、キウイ、レモン、ピーチなどの幅広いフルーツ系フレーバーとのミックスで力を発揮します。,,,,,True,False,,False,,False,False,False,,,,False,False,
R0112,Tabu – Fayjoa Cheese Cake(フェイジョアチーズケーキ)レビュー,https://cloud-jp.net/tabu-fayjoacheesecake/,Tabu – Fayjoa Cheese Cake(フェイジョアチーズケーキ)レビュー,バニラ,ミルク,バニラ||ミルク,そのためレモンなどを加えて酸味をプラスしたり、ミルクやバニラを組合わせてクリーミー感をプラスしたりすると、お好みにあった香りに合わせて楽しむことができそうです。,experience:aroma|taste:acidity,酸味|香り,,,True,False,,False,,False,False,False,,,,False,False,
R0155,TROY – CAPPUCCINO(カプチーノ)レビュー,https://cloud-jp.net/troy-cappuccino/,TROY – CAPPUCCINO(カプチーノ)レビュー,バニラ,ミルク,バニラ||ミルク,香りとしてはビターなコーヒーとミルクのクリーミーな甘さを感じます。,experience:aroma|taste:bitterness,ビター|香り,,,False,False,,False,,False,False,False,,,,False,False,
R0155,TROY – CAPPUCCINO(カプチーノ)レビュー,https://cloud-jp.net/troy-cappuccino/,TROY – CAPPUCCINO(カプチーノ)レビュー,バニラ,ミルク,バニラ||ミルク,どちらかと言えばミルクな甘みの方がしっかりと出るフレーバーな印象です。,,,,,False,False,,False,,False,False,False,,,,False,False,
R0155,TROY – CAPPUCCINO(カプチーノ)レビュー,https://cloud-jp.net/troy-cappuccino/,TROY – CAPPUCCINO(カプチーノ)レビュー,バニラ,ミルク,バニラ||ミルク,ミックスに関して、ビターさを出してあげるのであればYa LaylのCoffeeやDookahのCoffeeあたり、甘みを足すのであればAl fakherのVanillaやSocial SmokeのDulce de leche、AzureのChocolate Cakeあたりが鉄板かと思います。,taste:bitterness,ビター,,,False,False,,False,,False,False,True,action,足す,,False,False,
R0191,DeCloud Almond(アーモンド)レビュー,https://cloud-jp.net/decloud-almond-review/,DeCloud Almond(アーモンド)レビュー,バニラ,ミルク,バニラ||ミルク,ミックスにおすすめのフレーバーは、ミルク、バニラなどのクリーム系のフレーバーが相性抜群です。,evaluation:positive|experience:balance,おすすめ|相性,,,True,False,,False,,True,False,False,,,,False,False,
R0143,DOZAJ – Black Currant(ブラックカラント)レビュー,https://cloud-jp.net/dozaj-blackcurrant/,DOZAJ – Black Currant(ブラックカラント)レビュー,ベリー,レモン,ベリー||レモン,Black Currantは別名カシスと呼ばれ、ベリーの一種です。,,,,,False,False,,False,,False,False,False,,,,False,False,
R0143,DOZAJ – Black Currant(ブラックカラント)レビュー,https://cloud-jp.net/dozaj-blackcurrant/,DOZAJ – Black Currant(ブラックカラント)レビュー,ベリー,レモン,ベリー||レモン,吸った感じとしては、ほんのりとした苦味とベリー系の甘さを感じます。,taste:bitterness,苦味,,,False,False,,False,,False,False,False,,,,False,False,
R0143,DOZAJ – Black Currant(ブラックカラント)レビュー,https://cloud-jp.net/dozaj-blackcurrant/,DOZAJ – Black Currant(ブラックカラント)レビュー,ベリー,レモン,ベリー||レモン,一方でベリー系にありがちな酸味はあまりないです。,,,taste:acidity,酸味,False,False,,False,,False,False,False,,,,False,False,
R0143,DOZAJ – Black Currant(ブラックカラント)レビュー,https://cloud-jp.net/dozaj-blackcurrant/,DOZAJ – Black Currant(ブラックカラント)レビュー,ベリー,レモン,ベリー||レモン,煙の質感として、喉にひっかかることはありませんが、ベリー、カシス系特有の重たさみたいなものを感じます。,experience:smoke,煙,,,False,False,,False,,False,False,False,,,,False,False,
R0143,DOZAJ – Black Currant(ブラックカラント)レビュー,https://cloud-jp.net/dozaj-blackcurrant/,DOZAJ – Black Currant(ブラックカラント)レビュー,ベリー,レモン,ベリー||レモン,フルーツ系はプラム、レモン、ザクロあたりが間違いないんじゃないかと思います。,,,,,False,False,,False,,False,False,False,,,,False,False,
R0195,Al Fakher Grenadine(グレナデン)レビュー,https://cloud-jp.net/alfakher-grenadine-review/,Al Fakher Grenadine(グレナデン)レビュー,ベリー,レモン,ベリー||レモン,グアバやレモン、グレープフルーツ、オレンジ、ベリー系などとミックスすれば間違いなしです。,,,,,True,False,,False,,False,False,False,,,,False,False,
R0209,Social Smoke Grape Chill(グレープチル)レビュー,https://cloud-jp.net/socialsmoke-grapechill-review/,Social Smoke Grape Chill(グレープチル)レビュー,ベリー,レモン,ベリー||レモン,ベリー系やマウンテンフォグ、ホワイトグミベア、レモン、ライムなどがおすすめです。,evaluation:positive,おすすめ,,,True,False,,False,,True,False,False,,,,False,False,
R0051,MALAKI – Cool Breeze(クールブリーズ),https://cloud-jp.net/malaki-coolbreeze/,MALAKI – Cool Breeze(クールブリーズ),グアバ,レモン,グアバ||レモン,・クールブリーズ×パイナップルグアバ×メロン – 瓜系の甘いミックスが清涼感とグアバの苦味でしっかりとまとまります。,experience:balance|experience:coolness|taste:bitterness|taste:sweetness,まとまり|クール|清涼感|甘い|苦味,,,False,False,,False,,False,False,False,,,,False,False,
R0051,MALAKI – Cool Breeze(クールブリーズ),https://cloud-jp.net/malaki-coolbreeze/,MALAKI – Cool Breeze(クールブリーズ),グアバ,レモン,グアバ||レモン,・クールブリーズ×ミント×レモン – レモンの酸味とミントの清涼感、そしてクールブリーズの特徴ある後味が調和されたミックスです。,experience:balance|experience:coolness|taste:acidity,クール|清涼感|調和|酸味,,,False,False,,False,,False,False,False,,,,False,False,
R0127,DOZAJ – Grapefruit(グレープフルーツ)レビュー,https://cloud-jp.net/dozaj-grapefruit/,DOZAJ – Grapefruit(グレープフルーツ)レビュー,グアバ,レモン,グアバ||レモン,Grapefruitとしての完成度はかなり高いので、単品でもオススメできますがミックスをするなら、グアバやレモンがはずれないですね。,,,,,True,False,,False,,False,False,False,,,,False,False,
R0195,Al Fakher Grenadine(グレナデン)レビュー,https://cloud-jp.net/alfakher-grenadine-review/,Al Fakher Grenadine(グレナデン)レビュー,グアバ,レモン,グアバ||レモン,グアバやレモン、グレープフルーツ、オレンジ、ベリー系などとミックスすれば間違いなしです。,,,,,True,False,,False,,False,False,False,,,,False,False,
R0044,MALAKI – Berry(ベリー),https://cloud-jp.net/malaki-berry/,MALAKI – Berry(ベリー),ベリー,ミント,ベリー||ミント,・ベリー×ブルーヘブン×ミント – ベリーの甘酸っぱさ、ブルーヘブンのすっきりとした酸味・甘み・清涼感、そしてミントの清涼感の調和を楽しむミックスです。,experience:balance|experience:coolness|taste:acidity,清涼感|調和|酸味,,,True,False,,False,,False,False,False,,,,False,False,
R0130,DOZAJ – Fury Winter(フューリーウィンター)レビュー,https://cloud-jp.net/dozaj-furywinter/,DOZAJ – Fury Winter(フューリーウィンター)レビュー,ベリー,ミント,ベリー||ミント,Fury Winterはミント、アイス系のフレーバーなので基本的には何でも合います。,,,,,False,False,,False,,False,False,False,,,,False,False,
R0130,DOZAJ – Fury Winter(フューリーウィンター)レビュー,https://cloud-jp.net/dozaj-furywinter/,DOZAJ – Fury Winter(フューリーウィンター)レビュー,ベリー,ミント,ベリー||ミント,純粋なミントではなく、若干のハーブっぽさが味付けされているためコーラ系フレーバーとの相性がいいと感じました。,experience:balance,相性,,,False,False,,False,,False,False,False,,,,False,False,
R0130,DOZAJ – Fury Winter(フューリーウィンター)レビュー,https://cloud-jp.net/dozaj-furywinter/,DOZAJ – Fury Winter(フューリーウィンター)レビュー,ベリー,ミント,ベリー||ミント,あとはAFのGrapeやGrenadin、Freshといった若干重ためのベリー系、カシス系フレーバーとミックスすることで、爽快感アップさせて吸うのが個人的に好きです。,evaluation:positive,好き,,,False,False,,False,,True,False,False,,,,False,False,
R0209,Social Smoke Grape Chill(グレープチル)レビュー,https://cloud-jp.net/socialsmoke-grapechill-review/,Social Smoke Grape Chill(グレープチル)レビュー,ベリー,ミント,ベリー||ミント,ミントの清涼感も加わってまさにファンタグレープのような味に仕上がっています。,experience:coolness,清涼感,,,False,False,,False,,False,False,False,,,,False,False,
R0209,Social Smoke Grape Chill(グレープチル)レビュー,https://cloud-jp.net/socialsmoke-grapechill-review/,Social Smoke Grape Chill(グレープチル)レビュー,ベリー,ミント,ベリー||ミント,ベリー系やマウンテンフォグ、ホワイトグミベア、レモン、ライムなどがおすすめです。,evaluation:positive,おすすめ,,,False,False,,False,,True,False,False,,,,False,False,
R0060,MALAKI – Orange Mint(オレンジミント),https://cloud-jp.net/malaki-orangemint/,MALAKI – Orange Mint(オレンジミント),オレンジ,ミント,オレンジ||ミント,MALAKI – Orange Mint(オレンジミント)の特徴,,,,,True,False,,True,^[^。！？!?]*の特徴$,False,False,False,,,,True,False,
R0060,MALAKI – Orange Mint(オレンジミント),https://cloud-jp.net/malaki-orangemint/,MALAKI – Orange Mint(オレンジミント),オレンジ,ミント,オレンジ||ミント,MALAKI – Orange Mint(オレンジミント)のおすすめミックス,evaluation:positive,おすすめ,,,True,True,オレンジミント)のおすすめミックス,True,^[^。！？!?]*おすすめ(?:の)?ミックス(?:・組み合わせ)?$,True,False,False,,,,True,False,
