article_id,article_url,table_index,row_index,cell_index,section_heading,cell_text,is_recommended_mix_section
lagos_af-kiwi-review,https://shisha-lagos.com/af-kiwi-review/,2,3,2,Al Fakherキウイの重さは?,ブルーベリー /ストロベリー/キウイ オレンジ/ピーチ マンゴー/グアバ/グレープ/ローズ,False
lagos_af-kiwi-review,https://shisha-lagos.com/af-kiwi-review/,2,4,1,Al Fakherキウイの重さは?,重い,False
lagos_af-kiwi-review,https://shisha-lagos.com/af-kiwi-review/,2,4,2,Al Fakherキウイの重さは?,ココナッツ/バニラ/カルダモン チョコレート/カプチーノ,False
lagos_af-kiwi-review,https://shisha-lagos.com/af-kiwi-review/,3,1,1,Al Fakherキウイのおすすめミックス,フルーツ系,True
lagos_af-kiwi-review,https://shisha-lagos.com/af-kiwi-review/,3,1,2,Al Fakherキウイのおすすめミックス,スイーツ系,True
lagos_af-kiwi-review,https://shisha-lagos.com/af-kiwi-review/,3,1,3,Al Fakherキウイのおすすめミックス,スパイス/フローラル系,True
lagos_af-kiwi-review,https://shisha-lagos.com/af-kiwi-review/,3,2,1,Al Fakherキウイのおすすめミックス,レモン/ライム グレナデン/グレープ パッションフルーツ グアバ,True
lagos_af-kiwi-review,https://shisha-lagos.com/af-kiwi-review/,3,2,2,Al Fakherキウイのおすすめミックス,×,True
lagos_af-kiwi-review,https://shisha-lagos.com/af-kiwi-review/,3,2,3,Al Fakherキウイのおすすめミックス,ジンジャーエール レモングラス カルダモン,True
lagos_af-peach-review,https://shisha-lagos.com/af-peach-review/,1,1,1,Al Fakherピーチの特徴,温度,False
lagos_af-peach-review,https://shisha-lagos.com/af-peach-review/,1,1,2,Al Fakherピーチの特徴,味の変化,False
lagos_af-peach-review,https://shisha-lagos.com/af-peach-review/,1,2,1,Al Fakherピーチの特徴,中低温,False
lagos_af-peach-review,https://shisha-lagos.com/af-peach-review/,1,2,2,Al Fakherピーチの特徴,少しの炭酸感/爽やかな甘さ/やや芳香剤の香り,False
lagos_af-peach-review,https://shisha-lagos.com/af-peach-review/,1,3,1,Al Fakherピーチの特徴,高温,False
lagos_af-peach-review,https://shisha-lagos.com/af-peach-review/,1,3,2,Al Fakherピーチの特徴,微炭酸感に甘さ/軽やかな爽やかさ/果実感,False
lagos_af-peach-review,https://shisha-lagos.com/af-peach-review/,2,1,1,Al Fakherピーチの重さは?,とても重い,False
lagos_af-peach-review,https://shisha-lagos.com/af-peach-review/,2,1,2,Al Fakherピーチの重さは?,ミント/ツーアップル,False
lagos_af-peach-review,https://shisha-lagos.com/af-peach-review/,2,2,1,Al Fakherピーチの重さは?,かなり重い,False
lagos_af-peach-review,https://shisha-lagos.com/af-peach-review/,2,2,2,Al Fakherピーチの重さは?,グレープフルーツ/グレナデン スイカ/メロン/レモン,False
lagos_af-peach-review,https://shisha-lagos.com/af-peach-review/,2,3,1,Al Fakherピーチの重さは?,やや重い,False
lagos_af-peach-review,https://shisha-lagos.com/af-peach-review/,2,3,2,Al Fakherピーチの重さは?,ブルーベリー/ストロベリー/キウイ オレンジ/ ピーチ マンゴー/グアバ/グレープ/ローズ,False
lagos_af-peach-review,https://shisha-lagos.com/af-peach-review/,2,4,1,Al Fakherピーチの重さは?,重い,False
lagos_af-peach-review,https://shisha-lagos.com/af-peach-review/,2,4,2,Al Fakherピーチの重さは?,ココナッツ/バニラ/カルダモン チョコレート/カプチーノ,False
lagos_af-peach-review,https://shisha-lagos.com/af-peach-review/,3,1,1,Al Fakherピーチのおすすめミックス,フルーツ系,True
lagos_af-peach-review,https://shisha-lagos.com/af-peach-review/,3,1,2,Al Fakherピーチのおすすめミックス,スイーツ系,True
lagos_af-peach-review,https://shisha-lagos.com/af-peach-review/,3,1,3,Al Fakherピーチのおすすめミックス,スパイス/フローラル系,True
lagos_af-peach-review,https://shisha-lagos.com/af-peach-review/,3,2,1,Al Fakherピーチのおすすめミックス,マンゴー/ココナッツ オレンジ/バナナ/ グアバ/ライチ グレナデン/レモン パッションフルーツ,True
lagos_af-peach-review,https://shisha-lagos.com/af-peach-review/,3,2,2,Al Fakherピーチのおすすめミックス,バニラ/ミルク ハニー/ミルクティー,True
lagos_af-peach-review,https://shisha-lagos.com/af-peach-review/,3,2,3,Al Fakherピーチのおすすめミックス,カルダモン/ジャスミン アールグレイ/ローズ,True
lagos_af-blueberry-review,https://shisha-lagos.com/af-blueberry-review/,1,1,1,Al Fakherブルーベリーの特徴,温度,False
lagos_af-blueberry-review,https://shisha-lagos.com/af-blueberry-review/,1,1,2,Al Fakherブルーベリーの特徴,味の変化,False
lagos_af-blueberry-review,https://shisha-lagos.com/af-blueberry-review/,1,2,1,Al Fakherブルーベリーの特徴,中低温,False
lagos_af-blueberry-review,https://shisha-lagos.com/af-blueberry-review/,1,2,2,Al Fakherブルーベリーの特徴,甘め/ガムっぽさ,False
lagos_af-blueberry-review,https://shisha-lagos.com/af-blueberry-review/,1,3,1,Al Fakherブルーベリーの特徴,高温,False
lagos_af-blueberry-review,https://shisha-lagos.com/af-blueberry-review/,1,3,2,Al Fakherブルーベリーの特徴,酸味/強いベリー感,False
lagos_af-blueberry-review,https://shisha-lagos.com/af-blueberry-review/,2,1,1,Al Fakherブルーベリーの重さは?,とても重い,False
lagos_af-blueberry-review,https://shisha-lagos.com/af-blueberry-review/,2,1,2,Al Fakherブルーベリーの重さは?,ミント/ツーアップル,False
lagos_af-blueberry-review,https://shisha-lagos.com/af-blueberry-review/,2,2,1,Al Fakherブルーベリーの重さは?,かなり重い,False
lagos_af-blueberry-review,https://shisha-lagos.com/af-blueberry-review/,2,2,2,Al Fakherブルーベリーの重さは?,グレープフルーツ/グレナデン スイカ/メロン/レモン,False
lagos_af-blueberry-review,https://shisha-lagos.com/af-blueberry-review/,2,3,1,Al Fakherブルーベリーの重さは?,やや重い,False
lagos_af-blueberry-review,https://shisha-lagos.com/af-blueberry-review/,2,3,2,Al Fakherブルーベリーの重さは?,ブルーベリー /ストロベリー/キウイ オレンジ/ピーチ マンゴー/グアバ/グレープ/ローズ,False
lagos_af-blueberry-review,https://shisha-lagos.com/af-blueberry-review/,2,4,1,Al Fakherブルーベリーの重さは?,重い,False
lagos_af-blueberry-review,https://shisha-lagos.com/af-blueberry-review/,2,4,2,Al Fakherブルーベリーの重さは?,ココナッツ/バニラ/カルダモン チョコレート/カプチーノ,False
lagos_af-blueberry-review,https://shisha-lagos.com/af-blueberry-review/,3,1,1,Al Fakherブルーベリーのおすすめミックス,フルーツ系,True
lagos_af-blueberry-review,https://shisha-lagos.com/af-blueberry-review/,3,1,2,Al Fakherブルーベリーのおすすめミックス,スイーツ系,True
lagos_af-blueberry-review,https://shisha-lagos.com/af-blueberry-review/,3,1,3,Al Fakherブルーベリーのおすすめミックス,スパイス/フローラル系,True
lagos_af-blueberry-review,https://shisha-lagos.com/af-blueberry-review/,3,2,1,Al Fakherブルーベリーのおすすめミックス,ストロベリー/ザクロ ライチ パッションフルーツ ラズベリー/グアバ レモン/ココナッツ グレープ,True
lagos_af-blueberry-review,https://shisha-lagos.com/af-blueberry-review/,3,2,2,Al Fakherブルーベリーのおすすめミックス,バニラ/ミルク キャラメル,True
lagos_af-blueberry-review,https://shisha-lagos.com/af-blueberry-review/,3,2,3,Al Fakherブルーベリーのおすすめミックス,シナモン/カルダモン ジャスミン/ローズ,True
lagos_af-strawberry-review,https://shisha-lagos.com/af-strawberry-review/,1,1,1,Al Fakherストロベリーの特徴,温度,False
lagos_af-strawberry-review,https://shisha-lagos.com/af-strawberry-review/,1,1,2,Al Fakherストロベリーの特徴,味の変化,False
lagos_af-strawberry-review,https://shisha-lagos.com/af-strawberry-review/,1,2,1,Al Fakherストロベリーの特徴,中低温,False
lagos_af-strawberry-review,https://shisha-lagos.com/af-strawberry-review/,1,2,2,Al Fakherストロベリーの特徴,甘め/ややバニラ香/焼き菓子感,False
lagos_af-strawberry-review,https://shisha-lagos.com/af-strawberry-review/,1,3,1,Al Fakherストロベリーの特徴,高温,False
lagos_af-strawberry-review,https://shisha-lagos.com/af-strawberry-review/,1,3,2,Al Fakherストロベリーの特徴,やや酸味/ベリーらしさ,False
lagos_af-strawberry-review,https://shisha-lagos.com/af-strawberry-review/,2,1,1,Al Fakherストロベリーの重さは?,とても重い,False
lagos_af-strawberry-review,https://shisha-lagos.com/af-strawberry-review/,2,1,2,Al Fakherストロベリーの重さは?,ミント/ツーアップル,False
lagos_af-strawberry-review,https://shisha-lagos.com/af-strawberry-review/,2,2,1,Al Fakherストロベリーの重さは?,かなり重い,False
lagos_af-strawberry-review,https://shisha-lagos.com/af-strawberry-review/,2,2,2,Al Fakherストロベリーの重さは?,グレープフルーツ/グレナデン スイカ/メロン/レモン,False
lagos_af-strawberry-review,https://shisha-lagos.com/af-strawberry-review/,2,3,1,Al Fakherストロベリーの重さは?,やや重い,False
lagos_af-strawberry-review,https://shisha-lagos.com/af-strawberry-review/,2,3,2,Al Fakherストロベリーの重さは?,ブルーベリー/ ストロベリー /キウイ オレンジ/ピーチ マンゴー/グアバ/グレープ/ローズ,False
lagos_af-strawberry-review,https://shisha-lagos.com/af-strawberry-review/,2,4,1,Al Fakherストロベリーの重さは?,重い,False
lagos_af-strawberry-review,https://shisha-lagos.com/af-strawberry-review/,2,4,2,Al Fakherストロベリーの重さは?,ココナッツ/バニラ/カルダモン チョコレート/カプチーノ,False
lagos_af-strawberry-review,https://shisha-lagos.com/af-strawberry-review/,3,1,1,Al Fakherストロベリーのおすすめミックス,フルーツ系,True
lagos_af-strawberry-review,https://shisha-lagos.com/af-strawberry-review/,3,1,2,Al Fakherストロベリーのおすすめミックス,スイーツ系,True
lagos_af-strawberry-review,https://shisha-lagos.com/af-strawberry-review/,3,1,3,Al Fakherストロベリーのおすすめミックス,スパイス/フローラル系,True
lagos_af-strawberry-review,https://shisha-lagos.com/af-strawberry-review/,3,2,1,Al Fakherストロベリーのおすすめミックス,ブルーベリー/ラズベリー ココナッツ/グレナデン ライチ(Afzal),True
lagos_af-strawberry-review,https://shisha-lagos.com/af-strawberry-review/,3,2,2,Al Fakherストロベリーのおすすめミックス,バニラ/ミルク チョコレート,True
lagos_af-strawberry-review,https://shisha-lagos.com/af-strawberry-review/,3,2,3,Al Fakherストロベリーのおすすめミックス,シナモン/ローズ,True
