analysis_type,condition,pair_rank,flavor_a,flavor_b,pair_key,cooccurrence_count,lift,review_id,review_title,review_url,matched_context,extracted_flavors_in_review,flavor_count_in_review,has_mix_keyword,manual_label,manual_note,auto_label,auto_confidence,auto_reason,matched_rule,needs_manual_review,reviewer_label,reviewer_note
conditionB_lift_top10_min2,limited_2_5,7,アサイー,ベリー,アサイー||ベリー,2,8.642857142857140,R0177,Afzal(アフザル)のおすすめシーシャフレーバー,https://cloud-jp.net/afzal-recommended-flavor/,アサイーベリー,アサイー|アールグレイ|スペシャルパン|ベリー|ライチ,5,TRUE,,,co_mention_only,high,ランキング・一覧・紹介文脈での列挙が中心で、同一ミックスの根拠が弱い,product_list_context,FALSE,co_mention_only,商品名・単一フレーバー名
conditionB_lift_top10_min2,limited_2_5,8,カルダモン,シナモン,カルダモン||シナモン,2,8.642857142857140,R0048,MALAKI – Gum(ガム),https://cloud-jp.net/malaki-gum/,・ガム×シナモン×カルダモン – ガムシナモンにカルダモンを足したようなスパイシーでフローラルなミックス。,カルダモン|シナモン|ブルーベリー|ミントクリーム,4,TRUE,,,explicit_mix,high,本文中に明示的なミックス表現があり、対象2フレーバーが同一文脈に並記されている,explicit_keyword_with_both_flavors,FALSE,unclear,文脈で確認できない
conditionB_lift_top10_min2,limited_2_5,8,カルダモン,シナモン,カルダモン||シナモン,2,8.642857142857140,R0212,Debaj Cardamom Milk(カルダモンミルク)レビュー,https://cloud-jp.net/debaj-cardamommilk-review/,その他にも、カルダモンを活かしてパンラズナやヒノキ、カルダモン、シナモン、ラベンダーなどもおすすめです。,カルダモン|カルダモンミルク|シナモン|ミルク|メロン,5,TRUE,,,co_mention_only,high,ランキング・一覧・紹介文脈での列挙が中心で、同一ミックスの根拠が弱い,product_list_context,FALSE,co_mention_only,商品名・単一フレーバー名
conditionB_lift_top10_min2,limited_2_5,9,カルダモンミルク,バナナ,カルダモンミルク||バナナ,3,8.25,R0213,AlFakher Mojito(モヒート)レビュー,https://cloud-jp.net/alfakher-mojito-review/,Social Smoke(ソーシャルスモーク) Banana Foster(バナナフォスター)のレビュー DEBAJ CARDAMOM MILK(カルダモンミルク)レビュー,カルダモンミルク|バナナ|ベリー|ミルク|モヒート,5,TRUE,,,co_mention_only,high,商品紹介・特徴説明・一覧文脈での同時言及に留まり、同一ミックスの根拠が弱い,product_list_context,FALSE,co_mention_only,商品名・単一フレーバー名
conditionB_lift_top10_min2,limited_2_5,9,カルダモンミルク,バナナ,カルダモンミルク||バナナ,3,8.25,R0214,Golden Layalina BTS(ビーティーエス)レビュー,https://cloud-jp.net/goldenlayalina-bts-review/,Social Smoke(ソーシャルスモーク) Banana Foster(バナナフォスター)のレビュー DEBAJ CARDAMOM MILK(カルダモンミルク)レビュー,BTS|カルダモンミルク|バナナ|ミルク|モヒート,5,TRUE,,,co_mention_only,high,商品紹介・特徴説明・一覧文脈での同時言及に留まり、同一ミックスの根拠が弱い,product_list_context,FALSE,co_mention_only,商品名・単一フレーバー名
conditionB_lift_top10_min2,limited_2_5,9,カルダモンミルク,バナナ,カルダモンミルク||バナナ,3,8.25,R0216,Al Fakher Rose(ローズ)レビュー,https://cloud-jp.net/alfakher-rose-review/,Social Smoke(ソーシャルスモーク) Banana Foster(バナナフォスター)のレビュー DEBAJ CARDAMOM MILK(カルダモンミルク)レビュー,カルダモンミルク|バナナ|ミルク|モヒート|ローズ,5,TRUE,,,co_mention_only,high,商品紹介・特徴説明・一覧文脈での同時言及に留まり、同一ミックスの根拠が弱い,product_list_context,FALSE,co_mention_only,商品名・単一フレーバー名
conditionB_lift_top10_min2,limited_2_5,10,ウォーターメロン/スイカ,メロン,ウォーターメロン/スイカ||メロン,2,8.066666666666670,R0184,ICE ROCKZ Ice-Watermelon(アイスウォーターメロン)レビュー,https://cloud-jp.net/icerockz-icewatermelon/,"この記事では、ICE ROCKZのIce-Watermelon(アイスウォーターメロン)のレビューを紹介しています。
目次
1
ICE ROCKZ(アイスロッキーズ)の特徴
2
ICE ROCKZ Ice-Watermelon(アイスウォーターメロン)の特徴
3
ICE ROCKZ Ice-Watermelon(アイスウォーターメロン)を使ったおすすめMIX
4
購入はこちらから
ICE ROCKZ(アイスロッキーズ)の特徴
ICE ROCKZは、ドイツのシーシャブランドAladinが販売する、ノンニコチン・ノンタ",ウォーターメロン/スイカ|メロン,2,FALSE,,,unclear,low,対象2フレーバーの両方が文脈内で確認できない,missing_target_flavor,TRUE,unclear,文脈で確認できない
conditionB_lift_top10_min2,limited_2_5,10,ウォーターメロン/スイカ,メロン,ウォーターメロン/スイカ||メロン,2,8.066666666666670,R0199,AlFakher Watermelon(スイカ)レビュー,https://cloud-jp.net/alfakher-watermelon-review/,"ツ、ミント、レモン、パッションフルーツなどがおすすめです。アイスボトルやアイスホースと合わせると相性抜群です！
他にもフルーツ系の甘いミックスであればオレンジ、メロン、ストロベリーなどがおすすめです。
その他のAlFakherフレーバーのレビューは
こちら
から。
CLOUD - 日本最大級シーシャ情報サイト
Al Fakher│CLOUD - 日本最大級シーシャ情報サイト
Al Fakherのフレーバーレビューです。
AlFakherはどのシーシャ屋でも必ず置いていると言っていいほどの定番…",ウォーターメロン/スイカ|ストロベリー|ミント|メロン|レモン,5,TRUE,,,unclear,low,対象2フレーバーの両方が文脈内で確認できない,missing_target_flavor,TRUE,unclear,文脈で確認できない
conditionA_rank_drop_top5,all_multi,1,ブルーベリー,ミント,ブルーベリー||ミント,21,2.1836007130124800,R0016,世界のDARKSIDE（シーシャブランド）が生み出した吸いやすいラインナップ？STARLINE（スターライン）とは？おすすめフレーバーは？,https://cloud-jp.net/starline-darkside/,柑橘系／スイーツ系／ベリー系／ミント系 が特に強い。 ■ 日本国内で購入できる STARLINE フレーバー（詳細レビュー込み）の詳細情報 ◎ Blueberry Crumble（ブルーベリークランブル）,アップルジュース|キャラメル|クリーム|コーラ|ストロベリー|ストロベリーミルフィーユ|ネクタリン|バター|パパイヤ|フリーキューバ|ブルーベリー|ブルーベリークランブル|ベリー|ベリーポップコーン|ベルギアンワッフル|ミント|レモンフィズ,17,TRUE,,,co_mention_only,high,ランキング・一覧・紹介文脈での列挙が中心で、同一ミックスの根拠が弱い,product_list_context,FALSE,co_mention_only,商品名・単一フレーバー名
conditionA_rank_drop_top5,all_multi,1,ブルーベリー,ミント,ブルーベリー||ミント,21,2.1836007130124800,R0019,Oduman Blend – LTS フレーバーレビュー,https://cloud-jp.net/odumanblend-lts/,また、”Premium+ Colorful”には、”Orange Tobacco(オレンジタバコ)”、”Green tobacco(グリーンタバコ)”、”Blue Tobacco(ブルータバコ)”の３種類があり、それぞれオレンジ、ミント、ブルーベリーのオリジナルフルーツエキスを使用することでそれぞれのカラーに着色されています。,オレンジ|ゴールデンデリシャスアップル|ジンジャー|ジンジャーココナッツ|バニラ|ブルーベリー|ミント,7,TRUE,,,explicit_mix,medium,本文中に明示的なミックス表現があり、対象2フレーバーが同一文脈に並記されている,explicit_keyword_with_both_flavors,TRUE,co_mention_only,商品名・単一フレーバー名
conditionA_rank_drop_top5,all_multi,1,ブルーベリー,ミント,ブルーベリー||ミント,21,2.1836007130124800,R0020,Oduman blend – Berry Mix（ベリーミックス）フレーバーレビュー・ミックス,https://cloud-jp.net/odumanblend-berrymix/,また、”Premium+ Colorful”には、”Orange Tobacco(オレンジタバコ)”、”Green tobacco(グリーンタバコ)”、”Blue Tobacco(ブルータバコ)”の３種類があり、それぞれオレンジ、ミント、ブルーベリーのオリジナルフルーツエキスを使用することでそれぞれのカラーに着色されています。,オレンジ|チェリー|ハニー|バニラ|ブルーヘブン|ブルーベリー|ベリー|ミント|ラズベリー,9,TRUE,,,explicit_mix,medium,本文中に明示的なミックス表現があり、対象2フレーバーが同一文脈に並記されている,explicit_keyword_with_both_flavors,TRUE,co_mention_only,商品名・単一フレーバー名
conditionA_rank_drop_top5,all_multi,2,オレンジ,ブルーベリー,オレンジ||ブルーベリー,17,3.005050505050510,R0019,Oduman Blend – LTS フレーバーレビュー,https://cloud-jp.net/odumanblend-lts/,また、”Premium+ Colorful”には、”Orange Tobacco(オレンジタバコ)”、”Green tobacco(グリーンタバコ)”、”Blue Tobacco(ブルータバコ)”の３種類があり、それぞれオレンジ、ミント、ブルーベリーのオリジナルフルーツエキスを使用することでそれぞれのカラーに着色されています。,オレンジ|ゴールデンデリシャスアップル|ジンジャー|ジンジャーココナッツ|バニラ|ブルーベリー|ミント,7,TRUE,,,explicit_mix,medium,本文中に明示的なミックス表現があり、対象2フレーバーが同一文脈に並記されている,explicit_keyword_with_both_flavors,TRUE,co_mention_only,商品名・単一フレーバー名
conditionA_rank_drop_top5,all_multi,2,オレンジ,ブルーベリー,オレンジ||ブルーベリー,17,3.005050505050510,R0020,Oduman blend – Berry Mix（ベリーミックス）フレーバーレビュー・ミックス,https://cloud-jp.net/odumanblend-berrymix/,また、”Premium+ Colorful”には、”Orange Tobacco(オレンジタバコ)”、”Green tobacco(グリーンタバコ)”、”Blue Tobacco(ブルータバコ)”の３種類があり、それぞれオレンジ、ミント、ブルーベリーのオリジナルフルーツエキスを使用することでそれぞれのカラーに着色されています。,オレンジ|チェリー|ハニー|バニラ|ブルーヘブン|ブルーベリー|ベリー|ミント|ラズベリー,9,TRUE,,,explicit_mix,medium,本文中に明示的なミックス表現があり、対象2フレーバーが同一文脈に並記されている,explicit_keyword_with_both_flavors,TRUE,co_mention_only,商品名・単一フレーバー名
conditionA_rank_drop_top5,all_multi,2,オレンジ,ブルーベリー,オレンジ||ブルーベリー,17,3.005050505050510,R0021,Oduman blend – Choco Orange（チョコオレンジ） フレーバーレビュー・ミックス,https://cloud-jp.net/odumanblend-chocoorange/,また、”Premium+ Colorful”には、”Orange Tobacco(オレンジタバコ)”、”Green tobacco(グリーンタバコ)”、”Blue Tobacco(ブルータバコ)”の３種類があり、それぞれオレンジ、ミント、ブルーベリーのオリジナルフルーツエキスを使用することでそれぞれのカラーに着色されています。,オレンジ|バニラ|ピスタチオブリーズ|ブルーベリー|ミント,5,TRUE,,,explicit_mix,medium,本文中に明示的なミックス表現があり、対象2フレーバーが同一文脈に並記されている,explicit_keyword_with_both_flavors,TRUE,co_mention_only,商品名・単一フレーバー名
conditionA_rank_drop_top5,all_multi,3,ブルーベリー,ベリー,ブルーベリー||ベリー,15,2.6515151515151500,R0016,世界のDARKSIDE（シーシャブランド）が生み出した吸いやすいラインナップ？STARLINE（スターライン）とは？おすすめフレーバーは？,https://cloud-jp.net/starline-darkside/,4位：Blueberry Crumble（ブルーベリークランブル）,アップルジュース|キャラメル|クリーム|コーラ|ストロベリー|ストロベリーミルフィーユ|ネクタリン|バター|パパイヤ|フリーキューバ|ブルーベリー|ブルーベリークランブル|ベリー|ベリーポップコーン|ベルギアンワッフル|ミント|レモンフィズ,17,TRUE,,,co_mention_only,high,ランキング・一覧・紹介文脈での列挙が中心で、同一ミックスの根拠が弱い,product_list_context,FALSE,co_mention_only,商品名・単一フレーバー名
conditionA_rank_drop_top5,all_multi,3,ブルーベリー,ベリー,ブルーベリー||ベリー,15,2.6515151515151500,R0020,Oduman blend – Berry Mix（ベリーミックス）フレーバーレビュー・ミックス,https://cloud-jp.net/odumanblend-berrymix/,また、”Premium+ Colorful”には、”Orange Tobacco(オレンジタバコ)”、”Green tobacco(グリーンタバコ)”、”Blue Tobacco(ブルータバコ)”の３種類があり、それぞれオレンジ、ミント、ブルーベリーのオリジナルフルーツエキスを使用することでそれぞれのカラーに着色されています。,オレンジ|チェリー|ハニー|バニラ|ブルーヘブン|ブルーベリー|ベリー|ミント|ラズベリー,9,TRUE,,,explicit_mix,medium,本文中に明示的なミックス表現があり、対象2フレーバーが同一文脈に並記されている,explicit_keyword_with_both_flavors,TRUE,co_mention_only,商品名・単一フレーバー名
conditionA_rank_drop_top5,all_multi,3,ブルーベリー,ベリー,ブルーベリー||ベリー,15,2.6515151515151500,R0026,Oduman blend – Smoke’n roll（スモーキンロール）フレーバーレビュー・ミックス,https://cloud-jp.net/odumanblend-smokenroll/,また、”Premium+ Colorful”には、”Orange Tobacco(オレンジタバコ)”、”Green tobacco(グリーンタバコ)”、”Blue Tobacco(ブルータバコ)”の３種類があり、それぞれオレンジ、ミント、ブルーベリーのオリジナルフルーツエキスを使用することでそれぞれのカラーに着色されています。,オレンジ|ストロベリー|チェリー|パッションフルーツ|ブルーベリー|ベリー|ミント|レモン,8,TRUE,,,explicit_mix,medium,本文中に明示的なミックス表現があり、対象2フレーバーが同一文脈に並記されている,explicit_keyword_with_both_flavors,TRUE,co_mention_only,商品名・単一フレーバー名
conditionA_rank_drop_top5,all_multi,4,バニラ,ミント,バニラ||ミント,14,1.3344226579520700,R0001,【HT Review】2026年2月最新シーシャフレーバー注目度ランキング・シーシャのシガーリーフ、ダークリーフの世界の評価ランキング（JAPAN SHISHA BOOK),https://cloud-jp.net/ht-review-202602/,"清涼剤
3
Severniy
North (セーベル / 北)
168
4.8
強冷感・コスパ
4
Trofimoff’s
Finlandia Vanila (バニラ)
137
4.6
濃厚・デザート
5
Dogma
Lemon Drops (レモンドロップ)
135
4.8
甘酸っぱい・シガー
6
Tangiers
Cane Mint (ケーンミント)
135
4.8
伝説的・ミント
7
Trofimoff’s
Mangifera (マンゴー)
134
4.6
クリーミー・濃厚
8
Satyr
Smena (スmena)
91
4.8
複雑・フルーツ
9
Deus
Catmint (キャット",アールグレイ|シガー|スーパーノヴァ|チョコレート|バター|バニラ|マンゴー|ミント|レモン,9,TRUE,,,co_mention_only,high,ランキング・一覧・紹介文脈での列挙が中心で、同一ミックスの根拠が弱い,product_list_context,FALSE,co_mention_only,別々のミックス
conditionA_rank_drop_top5,all_multi,4,バニラ,ミント,バニラ||ミント,14,1.3344226579520700,R0014,【SHISHA BOOK】2025年12月24日時点での世界のユーザーのシーシャレビューに基づく、フレーバー注目度・評価ランキング（ダークリーフ、シガーリーフ）,https://cloud-jp.net/shisha-book20251224/,"合ランキング TOP 20
順位
ブランド / 製品名
味の系統
評価 (★)
データ参照
特徴・現地の声
1
SEBERO – Vanilla
(セベロ / バニラ)
バニラ
5.0
58件レビュー
【不動の王者】
評価数50件超えで満点を維持する異例の製品。プロ（Master）からの支持も厚い、バニラフレーバーの最高峰。
2
Sarma – Winter
(サルマ / ウィンター)
氷・清涼剤
4.9
41件コメント
【話題性No.1】
議論数ランキングで首位を獲得。「最高のコールドドリンク」と評される、今最も熱いアイス系フレーバー。
3
Northern – North
(ノーザン /",アールグレイ|シガー|ジンジャー|ハニー|バター|バニラ|ピーナッツ|ペア|ポメロ|ミント|ライム|レモン,12,TRUE,,,unclear,low,対象2フレーバーの両方が文脈内で確認できない,missing_target_flavor,TRUE,unclear,文脈で確認できない
conditionA_rank_drop_top5,all_multi,4,バニラ,ミント,バニラ||ミント,14,1.3344226579520700,R0018,【SHISHA BOOK】2025年11月での世界のユーザーのシーシャレビューに基づく、フレーバー注目度・評価ランキング,https://cloud-jp.net/shishabook-20251201/,"MUSTHAVE
Pinkman
ストロベリー、グレープフルーツ、ラズベリーの甘酸っぱいミックス
4.4
2
SEBERO
Vanilla
濃厚でクリーミーなバニラ（プロの支持多数）
5
3
MUSTHAVE
Prosecco
華やかなシャンパンの香り
4.6
4
DARKSIDE
SUPERNOVA
強烈な冷たさとメンソール（ミックス用として大定番）
4.6
5
BLACKBURN
Peach Yogurt
甘いピーチとまろやかなヨーグルト
4.6
6
BLACKBURN
Lemon Shock
酸味が効いたサワーレモン
4.7
7
Sarma
Winter
ひんやりとした冷気（アイス系）",クリーム|グレープ|グレープフルーツ|コーラ|ストロベリー|スーパーノヴァ|ダークスープラ|バニラ|パイナップル|ベリー|ベルガモンスター|ミント|ラズベリー|レモン|ローズ,15,TRUE,,,unclear,low,対象2フレーバーの両方が文脈内で確認できない,missing_target_flavor,TRUE,unclear,文脈で確認できない
conditionA_rank_drop_top5,all_multi,5,オレンジ,レモン,オレンジ||レモン,11,1.6885964912280700,R0023,Oduman blend – Lemon colic（レモンコリック）フレーバーレビュー・ミックス,https://cloud-jp.net/odumanblend-lemoncolic/,レモンコリック × オレンジミント × マウンテンフォグ – シトラスの香りをさらに強め、ミントで清涼感まで楽しめるオススメミックス。,アールグレイ|オレンジ|オレンジミント|カルダモン|ブルーベリー|ミント|レモン,7,TRUE,,,explicit_mix,high,本文中に明示的なミックス表現があり、対象2フレーバーが同一文脈に並記されている,explicit_keyword_with_both_flavors,FALSE,explicit_mix,対象2フレーバーが同一ミックス内に明記されている
conditionA_rank_drop_top5,all_multi,5,オレンジ,レモン,オレンジ||レモン,11,1.6885964912280700,R0026,Oduman blend – Smoke’n roll（スモーキンロール）フレーバーレビュー・ミックス,https://cloud-jp.net/odumanblend-smokenroll/,"キスを配合することで、より強くハイクオリティな香りを体験することができます。
また、”Premium+ Colorful”には、”Orange Tobacco(オレンジタバコ)”、”Green tobacco(グリーンタバコ)”、”Blue Tobacco(ブルータバコ)”の３種類があり、それぞれオレンジ、ミント、ブルーベリーのオリジナルフルーツエキスを使用することでそれぞれのカラーに着色されています。
Oduman Blendの購入ページは
こちら
から
CLOUD SHOP
Oduman Blend
…
Oduman blend – Smoke’n roll（スモーキンロール）の特徴
公式",オレンジ|ストロベリー|チェリー|パッションフルーツ|ブルーベリー|ベリー|ミント|レモン,8,TRUE,,,unclear,low,対象2フレーバーの両方が文脈内で確認できない,missing_target_flavor,TRUE,co_mention_only,商品名・単一フレーバー名
conditionA_rank_drop_top5,all_multi,5,オレンジ,レモン,オレンジ||レモン,11,1.6885964912280700,R0027,Oduman blend – Vivido（ヴィヴィド）フレーバーレビュー・ミックス,https://cloud-jp.net/odumanblend-vivido/,"キスを配合することで、より強くハイクオリティな香りを体験することができます。
また、”Premium+ Colorful”には、”Orange Tobacco(オレンジタバコ)”、”Green tobacco(グリーンタバコ)”、”Blue Tobacco(ブルータバコ)”の３種類があり、それぞれオレンジ、ミント、ブルーベリーのオリジナルフルーツエキスを使用することでそれぞれのカラーに着色されています。
Oduman Blendの購入ページは
こちら
から
CLOUD SHOP
Oduman Blend
…
Oduman blend – Vivido（ヴィヴィド）の特徴
ガムミント。全体として",オレンジ|ガムミント|ブルーベリー|ミント|ライム|レモン,6,TRUE,,,unclear,low,対象2フレーバーの両方が文脈内で確認できない,missing_target_flavor,TRUE,co_mention_only,商品名・単一フレーバー名
